MCC Medicine Reg. No.	Applicants MCC Licence No	Applicant Name	Nappi Code	ATC 4	Medicine Schedule	Medicine Proprietary Name	Active Ingredients	Strength	Pack Size	Quantity	Manufacturer Price	Logistics Fee	VAT	SEP	Unit Price	Effective Date	Originator or Generic
M2012293	0000001088	Litha Pharma (Pty) Ltd	744689015	J01CA	S4	Moxypen - 250	Amoxicillin	250 mg CAP	100	1	39.72	7.01	7.01	53.73	0.54	2018-04-01	Generic
M2012294	0000001088	Litha Pharma (Pty) Ltd	744697018	J01CA	S4	Moxypen - 500mg	Amoxicillin	500 mg CAP	15	1	10.91	1.93	1.93	14.77	0.98		Generic
M2012294	0000001088	Litha Pharma (Pty) Ltd	744697026	J01CA	S4	Moxypen - 500mg	Amoxicillin	500 mg CAP	100	1	72.81	12.85	12.85	98.51	0.99	2018-04-01	Generic
H2479(Act101of1965)	0000001088	Litha Pharma (Pty) Ltd	770493009	A11DA	S3	Lennon Thiamine Hydrochloride Injection	Thiamine Hydrochloride	100 mg/ml INJ	10	10	261.8	39.27	45.16	346.23	3.46	2018-04-01	Generic
H1544	0000001088	Litha Pharma (Pty) Ltd	773859004	S02DA	S2	Universal Earache Drops solution	Phenazone	50 mg EAR	15	1	16.76	1.36	2.72	20.84	1.39		Originator
H1542	0000001088	Litha Pharma (Pty) Ltd	773867007	R01AA	S1	Universal Nasal Drops solution	Phenylephrine Hydrochloride		15	1	14.27	1.16	2.32	17.75	1.18	2018-04-01	Originator
U18172	0000001088	Litha Pharma (Pty) Ltd	780146018	C03EA	S3	Renezide	Hydrochlorothiazide	25 mg TAB	28	1	25.26	4.46	4.46	34.18	1.22		Generic
U18172	0000001088	Litha Pharma (Pty) Ltd	780146018	C03EA	S3	Renezide	Triamterene										
U18172	0000001088	Litha Pharma (Pty) Ltd	780146026	C03EA	S3	Renezide 	Hydrochlorothiazide	25 mg TAB	250	1	225.56	39.8	39.8	305.16	1.22	2018-04-01	Generic
U18172	0000001088	Litha Pharma (Pty) Ltd	780146026	C03EA	S3	Renezide 	Triamterene										
V7140100	0000001088	Litha Pharma (Pty) Ltd	780499018	C08CA	S3	Cardifen-5	Nifedipine	5 mg CAP	100	1	118.48	20.91	20.91	160.3	1.6	2018-04-01	Generic
V7140101	0000001088	Litha Pharma (Pty) Ltd	780502019	C08CA	S3	Cardifen-10	Nifedipine	10 mg CAP	100	1	107.74	16.16	18.59	142.49	1.42		Generic
2920280442	0000001088	Litha Pharma (Pty) Ltd	817783008	J05AB	S4	Zelitrex 500	Valaciclovir	500 mg TAB	42	1	978.25	172.63	172.63	1323.52	31.51	2018-04-01	Originator
2920280442	0000001088	Litha Pharma (Pty) Ltd	817783016	J05AB	S4	Zelitrex 500	Valaciclovir	500 mg TAB	10	1	232.92	41.1	41.1	315.12	31.51	2018-04-01	Originator
2920280442	0000001088	Litha Pharma (Pty) Ltd	817783024	J05AB	S4	Zelitrex 500	Valaciclovir	500 mg TAB	30	1	698.77	123.3	123.31	945.38	31.51		Originator
29270767	0000001088	Litha Pharma (PTY) Ltd	823481018	N02BA	S2	Ecotrin	Aspirin	81 mg Tab	50	1	46.54	6.34	7.93	60.81	1.22	2018-04-01	Originator
29270767	0000001088	Litha Pharma (PTY) Ltd	823481026	N02BA	S2	Ecotrin	Aspirin	81 mg Tab	100	1	93.07	12.69	15.86	121.63	1.22		Originator
28280523	0000001088	Litha Pharma (Pty) Ltd	823864006	N02BE	S2	Sedapain	Caffeine	30 mg TAB	20	1	14.92	2.64	2.63	20.19	1.01	2018-04-01	Generic
28280523	0000001088	Litha Pharma (Pty) Ltd	823864014	N02BE	S2	Sedapain	Caffeine	30 mg TAB	100	1	74.6	13.16	13.16	100.93	1.01	2018-04-01	Generic
3020110106	0000001088	Litha Pharma (Pty) Ltd	825182018	J01GB	S4 	Aspen Gentamicin Injection 80 mg/ 2 ml	Gentamicin	80 mg/2ml INJ	2	10	34.85	5.23	6.01	46.09	2.3		Generic
M2012540	0000001088	Litha Pharma (Pty) Ltd	830291008	J01CA	S4	Moxypen 125mg/5ml	Amoxicillin	125 mg/5ml SUS	100	1	8.99	1.58	1.59	12.16	0.12	2018-04-01	Generic
M2012541	0000001088	Litha Pharma (Pty) Ltd	830305009	J01CA	S4	Moxypen 250mg/5ml	Amoxicillin	250 mg/5ml SUS	100	1	11.61	2.05	2.05	15.71	0.16		Generic
29710416	0000001088	Litha Pharma (Pty) Ltd	839779003	C09AA	S3	Zapto-25	Captopril	25 mg TAB	60	1	23.71	4.18	4.18	32.08	0.53	2018-04-01	Generic
29710396	0000001088	Litha Pharma (Pty) Ltd	839787006	C09AA	S3	Zapto-50	Captopril	50 mg TAB	60	1	46.6	8.23	8.22	63.05	1.05	2018-04-01	Generic
3220280465	0000001088	Litha Pharma (Pty) Ltd	852228007	J05AB	S4	Zelitrex 250	Valaciclovir	250 mg TAB	60	1	695.43	122.71	122.72	940.86	15.68		Originator
3120120418	0000001088	Litha Pharma (Pty) Ltd	861936019	J01CR	S4	Augmaxcil 375	Amoxicillin	250 mg FCT	15	1	42.57	2.24	6.72	51.53	3.44	2018-04-01	Generic
3120120418	0000001088	Litha Pharma (Pty) Ltd	861936019	J01CR	S4	Augmaxcil 375	Clavulanic Acid										
3120120419	0000001088	Litha Pharma (Pty) Ltd	861944003	J01CR	S4	Augmaxcil 625	Amoxicillin	500 mg FCT	15	1	68.78	3.62	10.86	83.26	5.55	2018-04-01	Generic
3120120420	0000001088	Litha Pharma (Pty) Ltd	861952006	J01CR	S4	Augmaxcil S 	Amoxicillin	125 mg/5ml SUS	100	1	33.66	1.77	5.31	40.74	0.41	2018-04-01	Generic
3120120420	0000001088	Litha Pharma (Pty) Ltd	861952006	J01CR	S4	Augmaxcil S 	Clavulanic Acid										
3120120421	0000001088	Litha Pharma (Pty) Ltd	861960009	J01CR	S4	Augmaxcil Sf 	Amoxycillin	250 mg/5ml SUS	100	1	57.66	3.03	9.1	69.8	0.7	2018-04-01	Generic
3120120421	0000001088	Litha Pharma (Pty) Ltd	861960009	J01CR	S4	Augmaxcil Sf 	Clavulanic Acid										
3420110043	0000001088	Litha Pharma (Pty) Ltd	883357003	J01DD	S4	Aspen Ceftriaxone 0,5G Injection	Ceftriaxone	0.5 g INJ	10	1	16.38	2.46	2.83	21.66	2.17	2018-04-01	Generic
3420110044	0000001088	Litha Pharma (Pty) Ltd	883365006	J01DD	S4	Aspen Ceftriaxone 1G Injection	Ceftriaxone	1 g INJ	10	1	11.52	1.73	1.99	15.24	1.52	2018-04-01	Generic
3420110044	0000001088	Litha Pharma (Pty) Ltd	883365006	J01DD	S4	Aspen Ceftriaxone 1G Injection	Procaine Hydrochloride										
3420110044	0000001088	Litha Pharma (Pty) Ltd	883365006	J01DD	S4	Aspen Ceftriaxone 1G Injection	Potassium Hydroxyquinoline Sulphate										
T31173	0000001088	Litha Pharma (Pty) Ltd	887982007	M02AA	S1	Elmetacin Soln 50Ml	Indometacin	10 mg/g SPR	50	1	75.76	10.83	12.99	99.58	1.99	2018-04-01	Generic
323010745	0000000612	Litha Vaccines	702161004	J07AD	S2	BCG Culture SSI	Mycobacterium Bovis	30 mg VAC	4	1	1463.64	199.59	249.48	1912.71	478.18	2018-04-01	Originator
273010584	0000000612	Litha Vaccines	812307011	J07BB	S2	Agrippal S-1	A/moscow/10/99(h3n2)-like Strain	15 Âµg VAC	10	1	528.93	72.13	90.16	691.21	69.12		Originator
273010583	0000000612	Litha Vaccines	812331028	J07BF	S2	Polioral	Live Attenuated Polio Virus Type1	1000000 TCID50/2 drops VAC	10	1	286.65	39.09	48.86	374.6	37.46	2018-04-01	Originator
283030356	0000000612	Litha Vaccines	872938026	V04CF	S2	Tuberculin PPD RT/23 2TU/0.1ml	Tuberculin	0.4 Âµg/ml SOL	10	1	1132.98	154.5	193.12	1480.6	148.06		Originator
333010251	0000000612	Litha Vaccines	879460008	J06BB	S2	Rabipor	Rabies Virus	2.5 I.U/ml VAC	1	1	285.94	38.99	48.74	373.67	373.67	2018-04-01	Originator
291130316	0000000948	Loock Pharmaceuticals (Pty) Ltd	853275009	A08AA	S6	Relislim	Cathine (pseudoephedrine Hydrochloride)	20 mg TAB	30	1	44.75	5.81	7.58	58.14	1.94	2018-04-01	Originator
291130316	0000000948	Loock Pharmaceuticals (Pty) Ltd	853275017	A08AA	S6	Relislim	Cathine (pseudoephedrine Hydrochloride)	20 mg TAB	90	1	134.29	17.44	22.76	174.49	1.94		Originator
45120881	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721157001	N06AB	S5	Macleods Escitalopram 10 mg	Escitalopram Oxalate	10 mg TAB	30	1	76.67	7.67	12.65	96.98	3.23	2018-04-01	Generic
45120882	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721159001	N06AB	S5	Macleods Escitalopram 20 mg	Escitalopram Oxalate	20 mg TAB	30	1	95.48	9.55	15.75	120.79	4.03		Generic
4820110024	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721160001	J01G1	S4	Moxifloxacin Tablets Macleods 400 mg	Moxifloxacin	400 mg TAB	5	1	123.56	12.36	20.39	156.31	31.26	2018-04-01	Generic
45530682	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721161001	N06DA	S5	Macleods Donepezil Tablets 5	Donepezil Hydrochloride	5 mg TAB	30	1	230.63	23.06	38.05	291.75	9.72	2018-04-01	Generic
45530683	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721162001	N06DA	S5	Macleods Donepezil Tablets 10	Donepezil Hydrochloride	10 mg TAB	30	1	230.63	23.06	38.05	291.75	9.72		Generic
4720281006	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721497001	J05AR	S4	Triolar	Efavirenz	600 mg FCT	30	1	447.41	44.74	73.82	565.97	18.87	2018-04-01	Generic
4720281006	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721497001	J05AR	S4	Triolar	Emtricitabine										
4720281006	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721497001	J05AR	S4	Triolar	Tenofovir										
4720280188	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721498001	J05AR	S4	Emtroc Tablets	Emtricitabine	200 mg FCT	30	1	360.19	36.02	59.43	455.64	15.19	2018-04-01	Generic
4720280188	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721498001	J05AR	S4	Emtroc Tablets	Tenofovir										
4520280538	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721499001	J05AF	S4	Macleods Lamivudine 150	Lamivudine	150 mg TAB	60	1	102.14	10.21	16.85	129.21	2.15	2018-04-01	Generic
4520280537	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721500001	J05AG	S4	Macleods Efavirenz 600 mg	Efavirenz	600 mg TAB	30	1	166.73	16.67	27.51	210.91	7.03		Generic
4520280086	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721501001	J05AF	S4	Dizovin 300	Zidovudine	300 mg TAB	60	1	272.05	27.2	44.89	344.14	5.74	2018-04-01	Generic
4520110684	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721540001	J01MA	S4	Macleods Levofloxacin Tablets 250	Levofloxacin	250 mg TAB	5	1	72.08	7.21	11.89	91.18	18.24	2018-04-01	Generic
4520110684	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721540002	J01MA	S4	Macleods Levofloxacin Tablets 250	Levofloxacin	250 mg TAB	10	1	144.16	14.42	23.79	182.37	18.24		Generic
4520110684	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721540003	J01MA	S4	Macleods Levofloxacin Tablets 250	Levofloxacin	250 mg TAB	30	1	432.48	43.25	71.36	547.09	18.24	2018-04-01	Generic
4520110685	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721541001	J01MA	S4	Macleods Levofloxacin Tablets 500	Levofloxacin	500 mg TAB	5	1	121.7	12.17	20.08	153.94	30.79		Generic
4520110685	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721541002	J01MA	S4	Macleods Levofloxacin Tablets 500	Levofloxacin	500 mg TAB	10	1	243.39	24.34	40.16	307.89	30.79	2018-04-01	Generic
4520110685	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	721541003	J01MA	S4	Macleods Levofloxacin Tablets 500	Levofloxacin	500 mg TAB	30	1	730.16	73.02	120.48	923.66	30.79	2018-04-01	Generic
432151143	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	722809001	H02A1	S4	Macleods Hydrocortisone Injection	Hydrocortisone	100 mg/2ml POI	2	5	90.84	9.08	14.99	114.91	11.49		Generic
432151143	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	722809002	H02A1	S4	Macleods Hydrocortisone Injection	Hydrocortisone	100 mg/2ml POI	2	1	18.17	1.82	3	22.98	11.49	2018-04-01	Generic
4520230844	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723042001	J04AK	S4	Macleods Pyrazinamide 500	Pyrazinamide	500 mg TAB	28	1	21.58	2.16	3.56	27.3	0.97		Generic
4520230844	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723042002	J04AK	S4	Macleods Pyrazinamide 500	Pyrazinamide	500 mg TAB	56	1	43.16	4.32	7.12	54.59	0.97	2018-04-01	Generic
4520230844	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723042003	J04AK	S4	Macleods Pyrazinamide 500	Pyrazinamide	500 mg TAB	84	1	64.73	6.47	10.68	81.88	0.97	2018-04-01	Generic
4520230844	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723042004	J04AK	S4	Macleods Pyrazinamide 500	Pyrazinamide	500 mg TAB	100	1	77.07	7.71	12.72	97.49	0.97		Generic
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043001	J05AR	S4	Elteno Tablets	Efavirenz	600 mg FCT	28	1	217.05	21.71	35.81	274.57	9.81	2018-04-01	Generic
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043001	J05AR	S4	Elteno Tablets	Lamivudine										
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043001	J05AR	S4	Elteno Tablets	Tenofovir Disoproxil Fumarate										
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043002	J05AR	S4	Elteno Tablets	Efavirenz	600 mg FCT	30	1	232.55	23.26	38.37	294.18	9.81	2018-04-01	Generic
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043002	J05AR	S4	Elteno Tablets	Lamivudine										
4920280224	0000001111	Macleods Pharmaceuticals SA (Pty) Ltd	723043002	J05AR	S4	Elteno Tablets	Tenofovir Disoproxil Fumarate										
A40290530	0000001147	Mallinckrodt (Pty) Ltd	713780001	V09IB	S4	Octreoscan Iii	Indium (iii) Cloride;pentetreotide	122 MBq INJ	1	1	9551.38	1364.48	1637.38	12553.24	12553.24		Originator
41290486	0000001147	Mallinckrodt (Pty) Ltd	713781001	V09CA	S4	Technescan Dmsa	Dimercaptosuccinic Acid	1.2 mg INJ	5	1	1058	117.56	176.33	1351.89	270.38	2018-04-01	Originator
A40350697	0000001147	Mallinckrodt (Pty) Ltd	714715001	V09CA	S4	Technescan Mag3	Betiatide	1 mg INJ	1	5	3722.59	195.93	587.78	4506.29	901.26	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717286001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	4.299 GBq INJ	4.3	1	4702.22	1567.41	940.44	7210.07	1676.76		Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717286001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717341001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	2.149 GBq INJ	2.15	1	4030.47	1567.41	839.68	6437.56	2994.21		Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717341001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717342001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	6.45 GBq INJ	6.45	1	5373.96	1567.41	1041.21	7982.57	1237.61	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717342001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717343001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	8.599 GBq INJ	8.6	1	6045.71	1567.41	1141.97	8755.08	1018.03	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717343001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717344001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	10.75 GBq INJ	10.75	1	6717.45	1567.41	1242.73	9527.59	886.29	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717344001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717345001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	12.9 GBq INJ	12.9	1	7389.2	1567.41	1343.49	10300.09	798.46		Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717345001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717345001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717346001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	17.199 GBq INJ	17.2	1	8732.69	1567.41	1545.01	11845.11	688.67	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717346001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717348001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	21.5 GBq INJ	21.5	1	10076.18	1567.41	1746.54	13390.12	622.8		Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717348001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717349001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	25.8 GBq INJ	25.8	1	11419.67	1567.41	1948.06	14935.14	578.88		Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717349001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717350001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	30.1 GBq INJ	30.1	1	12763.16	1567.41	2149.58	16480.15	547.51	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717350001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717351001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	34.399 GBq INJ	34.4	1	14106.65	1567.41	2351.11	18025.17	523.99	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717351001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
42350689	0000001147	Mallinckrodt (Pty) Ltd	717352001	V09FX	S4	Ultra-Technekow Fm	Sodium Molybdate	43 GBq INJ	43	1	16793.63	1567.41	2754.16	21115.19	491.05	2018-04-01	Originator
42350689	0000001147	Mallinckrodt (Pty) Ltd	717352001	V09FX	S4	Ultra-Technekow Fm	Sodium Pertechnetate										
351540408	0000000253	MC Pharma (Pty) Ltd	700864001	R01AC	S2	Cromabak 2% Eye Drops	Sodium Cromoglycate	20 mg/ml OPD	1	1	67.53	4.31	10.78	82.62	82.62		Originator
4320110632	0000000253	MC Pharma (Pty) Ltd	720022001	J01GB	S4	Refobacin Plus Bone Cement 20	Gentamicin 0.3g	0.299 g/22.4g BDL	10	2	896.32	116.27	151.89	1164.48	58.22	2018-04-01	Generic
4320110702	0000000253	MC Pharma (Pty) Ltd	720024001	J01GB	S4	Refobacin Plus Bone Cement 40	Gentamicin 0.6g	0.599 g/44.9g BDL	20	1	896.32	116.27	151.89	1164.48	58.22		Generic
4320110702	0000000253	MC Pharma (Pty) Ltd	720024002	J01GB	S4	Refobacin Plus Bone Cement 40	Gentamicin 0.6g	0.599 g/44.9g BDL	20	2	1792.65	232.54	303.78	2328.97	58.22	2018-04-01	Generic
4320110703	0000000253	MC Pharma (Pty) Ltd	720025001	J01GB	S4	Refobacin Plus Bone Cement 60	Gentamicin 0.8g	0.8 g/67.4g BDL	30	1	2357.08	174.41	379.72	2911.21	97.04	2018-04-01	Generic
B2651012	0000000253	MC Pharma (Pty) Ltd	732540003	N05AD	S5	Inapsin	Droperidol	2.5 mg/ml INJ	2	5	267.83	35.3	45.47	348.6	34.86		Originator
A400161	0000000253	MC Pharma (Pty) Ltd	753858010	R06AX	S2	Periactin	Cyproheptadine	4 mg TAB	30	1	46.72	0.7	7.11	54.53	1.82	2018-04-01	Originator
G2331(Act1011965)	0000000253	MC Pharma (Pty) Ltd	758760020	D07CC	S4	Quadriderm	Betamethasone 17 Valearate 	0.5 mg / g CRE	15	1	167.2	16.69	27.58	211.47	14.1		Originator
G2331(Act1011965)	0000000253	MC Pharma (Pty) Ltd	758760020	D07CC	S4	Quadriderm	Clioquinol										
G2331(Act1011965)	0000000253	MC Pharma (Pty) Ltd	758760020	D07CC	S4	Quadriderm	Tolnaftate										
G2331(Act1011965)	0000000253	MC Pharma (Pty) Ltd	758760020	D07CC	S4	Quadriderm	Gentamicin										
K2011157	0000000253	MC Pharma (Pty) Ltd	763357006	J01GB	S4	Septopal Beads & Chains	Gentamicin	4.5 mg/bead BDL	10	1	2147.88	298.55	366.96	2813.39	281.34	2018-04-01	Originator
K2011157	0000000253	MC Pharma (Pty) Ltd	763357014	J01GB	S4	Septopal Beads & Chains	Gentamicin	4.5 mg/bead BDL	30	1	3689.22	512.8	630.3	4832.32	161.08		Originator
B559(Act1011965)	0000000253	MC Pharma (Pty) Ltd	779105001	N03AD	S3	Zarontin	Ethosuximide	250 mg/5ml SYR	200	1	257.71	16.73	41.17	315.61	1.58	2018-04-01	Originator
W2011224	0000000253	MC Pharma (Pty) Ltd	783218001	J01GB	S4	Septopal Minichain	Gentamicin	1.7 mg/bead BDL	10	1	1368.58	190.23	233.82	1792.63	179.26	2018-04-01	Originator
341420375	0000000253	MC Pharma (Pty) Ltd	897264002	J01GB	S4	Garacoll 32,5mg Implant	Gentamicin	32.5 mg IMP	1	1	681.11	43.46	108.69	833.26	833.26		Originator
341420376	0000000253	MC Pharma (Pty) Ltd	897268006	J01GB	S4	Garacoll 130mg Implant	Gentamicin	130 mg IMP	1	1	2177.24	138.95	347.43	2663.62	2663.62	2018-04-01	Originator
293020509	0000000253	MC Pharma (Pty) Ltd. 	711345001	J07BB	S2	FLUVAX 	Inactivated Influenza Vaccine (split Virion) 		10	1	323.51	54.06	56.64	434.21	43.42		Originator
36340522	0000001099	Meda Pharma South Africa (Pty) Limited	702081001	D11AX	S4	Elidel	Pimecrolimus	1 % CRE	15	1	132.8	25.09	23.68	181.57	12.1	2018-04-01	Originator
36340522	0000001099	Meda Pharma South Africa (Pty) Limited	702081002	D11AX	S4	Elidel	Pimecrolimus	1 % CRE	30	1	265.62	50.17	47.37	363.16	12.11	2018-04-01	Originator
36340522	0000001099	Meda Pharma South Africa (Pty) Limited	702081003	D11AX	S4	Elidel	Pimecrolimus	1 % CRE	60	1	531.23	100.35	94.74	726.31	12.11		Originator
361540011	0000001099	Meda Pharma South Africa (Pty) Limited	706558001	S01GX	S2	Optilast Eye Drops 	Azelastine Hydrochloride	0.5 mg/ml DRP	10	1	37.24	3.72	6.14	47.11	4.71	2018-04-01	Originator
E2252	0000001099	Meda Pharma South Africa (Pty) Limited	717401006	N05CD	S5	Dalmadorm 	Flurazepam	30 mg CAP	30	1	275.57	24.8	45.06	345.42	11.51		Originator
B994	0000001099	Meda Pharma South Africa (Pty) Limited	737984007	A03CA	S5	Librax	Chlordiazepoxide	5 mg TAB	100	1	452.33	40.71	73.96	567	5.67	2018-04-01	Originator
B994	0000001099	Meda Pharma South Africa (Pty) Limited	737984007	A03CA	S5	Librax	Clidinium										
B994	0000001099	Meda Pharma South Africa (Pty) Limited	737984015	A03CA	S5	Librax	Chlordiazepoxide	5 mg TAB	500	1	2261.67	203.55	369.78	2835.01	5.67		Originator
B994	0000001099	Meda Pharma South Africa (Pty) Limited	737984015	A03CA	S5	Librax	Clidinium										
B13945	0000001099	Meda Pharma South Africa (Pty) Limited	738107018	N06CA	S5	Limbitrol 	Amitriptyline	12.5 mg CAP	100	1	423.54	38.12	69.25	530.9	5.31		Originator
C572918	0000001099	Meda Pharma South Africa (Pty) Limited	740500007	A03FA	S4	Maxolon s 	Metoclopramide	5 mg/5ml SYR	100	1	47.4	4.26	7.75	59.41	0.59	2018-04-01	Originator
C572920	0000001099	Meda Pharma South Africa (Pty) Limited	740519018	A03FA	S4	Maxolon t	Metoclopramide	10 mg TAB	20	1	45.64	4.1	7.46	57.21	2.86	2018-04-01	Originator
C572920	0000001099	Meda Pharma South Africa (Pty) Limited	740519026	A03FA	S4	Maxolon t	Metoclopramide	10 mg TAB	100	1	228.13	20.53	37.3	285.96	2.86		Originator
C919	0000001099	Meda Pharma South Africa (Pty) Limited	740535005	A03FA	S4	Maxolon I	Metoclopramide	10 mg/2ml INJ	10	10	90.06	8.1	14.72	112.88	1.13	2018-04-01	Originator
C53610	0000001099	Meda Pharma South Africa (Pty) Limited	742279006	N07AA	S4	Mestinon	Pyridostigmine	60 mg TAB	150	1	1399	125.91	228.74	1753.65	11.69		Originator
UX53179	0000001099	Meda Pharma South Africa (Pty) Limited	742287009	N07AA	S4	Mestinon	Pyridostigmine	10 mg TAB	50	1	297.14	26.74	48.58	372.47	7.45	2018-04-01	Originator
K1311267	0000001099	Meda Pharma South Africa (Pty) Limited	751855006	D05AD	S4	Oxsoralen	Methoxsalen	10 mg CAP	100	1	1493.53	134.42	244.19	1872.14	18.72	2018-04-01	Originator
281810292	0000001099	Meda Pharma South Africa (Pty) Limited	820369004	C03CA	S3	Unat	Torasemide	2.5 mg TAB	30	1	134.85	21	23.38	179.22	5.97		Originator
281810293	0000001099	Meda Pharma South Africa (Pty) Limited	820377007	C03CA	S3	Unat	Torasemide	5 mg TAB	30	1	149.12	23.22	25.85	198.19	6.61	2018-04-01	Originator
281810294	0000001099	Meda Pharma South Africa (Pty) Limited	820385018	C03CA	S3	Unat	Torasemide	10 mg TAB	30	1	161.68	25.17	28.03	214.88	7.16		Originator
315410395	0000001099	Meda Pharma South Africa (Pty) Limited	839108001	N04BX	S4	Tasmar	Tolcapone	100 mg TAB	100	1	1878.59	293.06	325.75	2497.4	24.97	2018-04-01	Originator
B991	0000001099	Meda Pharma South Africa (Pty) Ltd	702188018	M03AA	S4	Alloferin	Alcuronium	10 mg/2ml INJ	5	5	225.52	20.29	36.87	282.68	11.31	2018-04-01	Originator
E2251	0000001099	Meda Pharma South Africa (Pty) Ltd	717398005	N05CD	S5	Dalmadorm	Flurazepam	15 mg CAP	30	1	200.76	18.07	32.82	251.65	8.39		Originator
M171254	0000001099	Meda Pharma South Africa (Pty) Ltd	717444008	M03CA	S5	Dantrium iv 	Dantrolene	20 mg/vial INJ	1	1	2084.85	187.64	340.87	2613.36	2613.36	2018-04-01	Originator
D138122	0000001099	Meda Pharma South Africa (Pty) Ltd	722367015	L01BC	S4	Efudix	Fluorouracil	5 % OIN	20	1	628.64	56.58	102.78	787.99	39.4		Originator
