drug_code,ingredient_name,strength
3549,CIMICIFUGA RACEMOSA,4 D
3549,CYCLAMEN EUROPAEUM L.,4 D
3549,CITRULLUS COLOCYNTHIS,4 D
3549,COCCULUS INDICUS,4 D
3558,GELSEMIUM SEMPERVIRENS,3 D
3558,GINKGO BILOBA,3 D
3558,DIADEM SPIDER,4 D
3558,IODINE,1.9 %
3558,ETHYL ETHER,6 %
3558,LANOLIN,1.21 %
3558,ENTSUFON SODIUM,77.6 %
3558,ACETAMINOPHEN,80 MG
1314,BENZOYL PEROXIDE,10 %
1314,PROMETHAZINE HYDROCHLORIDE,10 MG
1314,COLCHICUM,3 D
1322,AMANTADINE HYDROCHLORIDE,100 MG
1322,PYRILAMINE MALEATE,2.5 MG
1322,PHENYLEPHRINE HYDROCHLORIDE,2 MG
1325,AMMONIUM CHLORIDE,12 MG
1325,HYDROCODONE BITARTRATE,1 MG
1329,PSEUDOEPHEDRINE HYDROCHLORIDE,30 MG
1329,CHLORPHENIRAMINE MALEATE,2 MG
1338,ACETAMINOPHEN,500 MG
1340,ATROPINE SULFATE,1 %
1341,POLYETHOXY POLYPROPOXY POLYETHOXY ETHANOL - IODINE COMPLEX,11.3 %
1341,MAGNESIUM HYDROXIDE,120 MG
1341,CALCIUM CARBONATE,585 MG
1341,MAGNESIUM HYDROXIDE,120 MG
1341,CALCIUM CARBONATE,585 MG
1341,DIMETHICONE,30 MG
1341,MAGNESIUM HYDROXIDE,145 MG
1353,CALCIUM CARBONATE,660 MG
1355,DIMETHICONE,30 MG
1361,TROLAMINE SALICYLATE,15 %
1361,CETRIMONIUM BROMIDE,.5 %
1361,CHLORHEXIDINE GLUCONATE,1 %
1361,GOOSE GRASS,12 D
1361,SARSAPARILLA,6 D
1361,FIGWORT,6 D
1363,CALCIUM SULFIDE CRUDE,12 D
1364,FUMARIA OFFICINALIS,6 D
1365,CONIUM MACULATUM,30 D
1368,JUGLANS REGIA,6 D
1372,DIADEM SPIDER,12 D
1372,BACITRACIN (BACITRACIN ZINC),400 UNIT
1373,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
1373,NEOMYCIN (NEOMYCIN SULFATE),3.5 MG
1373,HYDROCORTISONE ACETATE,10 MG
1375,BACITRACIN (BACITRACIN ZINC),400 UNIT
1377,POLYMYXIN B (POLYMYXIN B),10000 UNIT
1378,NEOMYCIN (NEOMYCIN SULFATE),3.5 MG
1380,WATER,100 %
1381,O-PHENYLPHENOL,.19 %
1381,SCOPOLAMINE HYDROBROMIDE,6.5 MCG
1381,HYOSCYAMINE SULFATE,0.1037 MG
1381,PECTIN,142.8 MG
1381,KAOLIN,6 G
1381,ATROPINE SULFATE,0.0194 MG
1381,TRIAMCINOLONE ACETONIDE,1 MG
1381,SALICYLIC ACID,1.5 %
1381,COAL TAR,0.5 %
1381,SULFUR,1.5 %
1381,BETA-CAROTENE,25000 UNIT
1381,FLUNISOLIDE,25 MCG
2493,DOCUSATE SODIUM,10 MG
2493,ALKYL DIMETHYL ETHYL AMMONIUM BROMIDE,6.5 %
2494,BENZALKONIUM CHLORIDE,6.5 %
2495,ISOPROPYL ALCOHOL,13 %
2495,VITAMIN A ACETATE,417 UNIT
2496,NICOTINAMIDE,3.4 MG
2496,THIAMINE MONONITRATE,.25 MG
2496,CALCIUM D-PANTOTHENATE,1.7 MG
2496,PYRIDOXINE HYDROCHLORIDE,.34 MG
2497,BIOTIN,50 MCG
2497,VITAMIN D3,33.4 UNIT
2497,DL-ALPHA TOCOPHERYL ACETATE,5 UNIT
2498,VITAMIN B2,.29 MG
2498,CALCIUM CARBONATE,133.4 MG
2498,VITAMIN C,10 MG
2498,ZINC CITRATE,1.25 MG
2498,CHROMIC CHLORIDE,8.4 MCG
2499,POTASSIUM IODIDE,8.3 MCG
2499,FERROUS FUMARATE,1.5 MG
2499,FOLIC ACID,.0667 MG
2499,VITAMIN B12,1 MCG
2499,CALCIUM D-PANTOTHENATE,10 MG
2500,PYRIDOXINE HYDROCHLORIDE,20 MG
2500,MAGNESIUM,60 MG
2500,BETA-CAROTENE,2500 UNIT
2500,VITAMIN C,60 MG
2500,NICOTINIC ACID,10 MG
2501,CHROMIC CHLORIDE,8 MCG
2501,POTASSIUM IODIDE,.1 MG
2503,CALCIUM,100 MG
2504,VITAMIN B12,9 MCG
2505,CHOLINE BITARTRATE,105 MG
2507,INOSITOL,50 MG
2507,MANGANESE SULFATE,2.56 MG
2507,MAGNESIUM,60 MG
2507,CALCIUM,100 MG
2511,THIAMINE MONONITRATE,5 MG
2518,VITAMIN D3,100 UNIT
2518,DL-ALPHA TOCOPHERYL ACETATE,30 UNIT
2518,SODIUM SELENITE,25 MCG
2518,VITAMIN B2,.85 MG
2518,ZINC HVP CHELATE,7.5 MG
2518,CALCIUM PHOSPHATE (DIBASIC),142 MG
2518,CALCIUM PHOSPHATE (DIBASIC),110 MG
2518,COPPER GLUCONATE,.5 MG
2521,FERROUS FUMARATE,4 MG
2528,FOLIC ACID,.2 MG
2536,CHOLINE BITARTRATE,25 MG
2536,INOSITOL,30 MG
2558,VITAMIN C,200 MG
2558,D-ALPHA TOCOPHERYL ACETATE,6 UNIT
2558,VITAMIN B12,1.8 MCG
2558,BENZALKONIUM CHLORIDE,10 %
2558,BENZALKONIUM CHLORIDE,0.8 %
2558,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,0.8 %
2558,ZINC OXIDE,15 %
2558,BETA-CAROTENE,10000 UNIT
2558,MERCAPTOBENZOTHIAZOLE,1.2979 %
2558,THIAMINE MONONITRATE,2.25 MG
2558,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),10 MG
360,PYRIDOXINE HYDROCHLORIDE,3 MG
361,BIOTIN,45 MCG
362,VITAMIN D3,400 UNIT
367,DL-ALPHA TOCOPHERYL ACETATE,25 UNIT
368,MAGNESIUM (MAGNESIUM OXIDE),100 MG
368,VITAMIN B2,3.2 MG
381,BETA-CAROTENE,3000 UNIT
392,COPPER (CUPRIC OXIDE),2 MG
392,VITAMIN C,90 MG
393,IRON (FERROUS FUMARATE),10 MG
399,PHOSPHORUS (CALCIUM PHOSPHATE (DIBASIC)),125 MG
400,"CALCIUM (CALCIUM PHOSPHATE (DIBASIC), CALCIUM CARBONATE)",175 MG
412,MANGANESE (MANGANESE SULFATE),5 MG
412,POTASSIUM (POTASSIUM CHLORIDE),40 MG
413,ZINC (ZINC OXIDE),15 MG
414,FOLIC ACID,.4 MG
414,VITAMIN B12,9 MCG
414,POLYVINYL ALCOHOL,1.4 %
427,POVIDONE,0.6 %
428,POLYVINYL ALCOHOL,1.4 %
429,FENNEL,300 MG
439,EUCALYPTUS,230 MG
439,BETULA PENDULA,250 MG
439,CYNARA SCOLYMUS,150 MG
439,ANGELICA,250 MG
439,HOPS,150 MG
439,ORTHOSIPHON LEAF,250 MG
439,PAPAYA,300 MG
439,PASSION FLOWER,230 MG
439,VALERIAN,270 MG
3571,SODIUM BICARBONATE,650 G
3571,VITAMIN B1,5 MG
3571,VITAMIN B2,5 MG
3571,VITAMIN C,50 MG
3571,D-ALPHA TOCOPHERYL ACID SUCCINATE,42 UNIT
3571,MAGNESIUM MALATE,50 MG
3571,ATRACTYLODES MACROCEPHALA,340 MG
3571,BARLEY,340 MG
3571,RADISH,340 MG
3571,PORIA COCOS,700 MG
3571,BITTER ORANGE,340 MG
3571,CITRUS RETICULATA,340 MG
3571,IODINE (KELP),.025 MG
3571,NICOTINAMIDE,35 MG
3571,THIAMINE MONONITRATE,50 MG
3571,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),50 MG
3571,PYRIDOXINE HYDROCHLORIDE,50 MG
3571,CHOLINE BITARTRATE,50 MG
3571,INOSITOL,50 MCG
3571,BIOTIN,50 MCG
3574,VITAMIN D3,200 UNIT
3574,"MAGNESIUM (MAGNESIUM CITRATE, MAGNESIUM HVP CHELATE)",25 MG
3574,VITAMIN B2,50 MG
3575,BETA-CAROTENE (PROVITAMIN A),1500 UNIT
3575,VITAMIN C (CALCIUM ASCORBATE),150 MG
3576,NICOTINIC ACID,15 MG
3576,CHROMIUM (CHROMIUM HVP CHELATE),5 MCG
3576,MOLYBDENUM (MOLYBDENUM HVP CHELATE),25 MCG
3576,RETINOL PALMITATE,3500 UNIT
3577,"CALCIUM (CALCIUM PHOSPHATE (DIBASIC), CALCIUM CITRATE, CALCIUM HVP CHELATE)",62.5 MG
3578,D-ALPHA TOCOPHERYL ACID SUCCINATE,100 UNIT
3578,"MANGANESE (MANGANESE CITRATE, MANGANESE HVP CHELATE)",3.05 MG
3578,POTASSIUM (POTASSIUM CITRATE),5 MG
3578,"ZINC (ZINC CITRATE, ZINC HVP CHELATE)",7.5 MG
3579,FOLIC ACID,.2 MG
3580,VITAMIN B12,50 MCG
3580,SELENIUM (SELENIUM HVP CHELATE),5 MCG
3580,IODINE (KELP),.025 MG
3580,NICOTINAMIDE,35 MG
3580,THIAMINE MONONITRATE,50 MG
3581,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),50 MG
3581,PYRIDOXINE HYDROCHLORIDE,50 MG
3581,CHOLINE BITARTRATE,50 MG
3582,INOSITOL,50 MCG
3582,BIOTIN,50 MCG
3582,VITAMIN D3,200 UNIT
3582,"MAGNESIUM (MAGNESIUM CITRATE, MAGNESIUM HVP CHELATE)",25 MG
3586,VITAMIN B2,50 MG
3588,BETA-CAROTENE (PROVITAMIN A),1500 UNIT
3590,VITAMIN C (CALCIUM ASCORBATE),150 MG
3623,"IRON (IRON CITRATE, IRON HVP CHELATE)",5 MG
3623,NICOTINIC ACID,15 MG
3625,CHROMIUM (CHROMIUM HVP CHELATE),5 MCG
3625,MOLYBDENUM (MOLYBDENUM HVP CHELATE),25 MCG
3625,RETINOL PALMITATE,3500 UNIT
3629,"CALCIUM (CALCIUM PHOSPHATE (DIBASIC), CALCIUM CITRATE, CALCIUM HVP CHELATE)",62.5 MG
3629,D-ALPHA TOCOPHERYL ACID SUCCINATE,100 UNIT
3631,"MANGANESE (MANGANESE CITRATE, MANGANESE HVP CHELATE)",3.05 MG
3636,POTASSIUM (POTASSIUM CITRATE),5 MG
3636,GENTAMICIN (GENTAMICIN SULFATE),3 MG
1381,MILK THISTLE,150 MG
1383,CONJUGATED ESTROGENS,0.3 MG
1385,CONJUGATED ESTROGENS,0.9 MG
1389,EUCALYPTUS OIL,3.2 MG
1390,MENTHOL,6.8 MG
1390,KAVA,4 X
1390,AGARICUS MUSCARIUS,4 X
1390,ANACARDIUM OCCIDENTALE,12 X
1390,PHOSPHORIC ACID,4 X
1390,CINCHONA OFFICINALIS,4 X
1390,OATS,12 X
1390,SABADILLA,6 X
1391,DELPHINIUM STAPHISAGRIA,12 X
1391,OXYBENZONE,5 %
1391,OCTISALATE,5 %
1391,OCTINOXATE,7.5 %
1393,OXYBENZONE,4.5 %
1405,OCTINOXATE,7.50 %
1407,OXYBENZONE,6 %
1413,OCTISALATE,5 %
1413,HOMOSALATE,8 %
1413,OCTINOXATE,7.5 %
1413,OXYBENZONE,6 %
1413,OCTISALATE,5 %
1413,HOMOSALATE,8 %
1413,OCTINOXATE,7.5 %
1416,OXYBENZONE,6.0 %
1416,OCTISALATE,5.0 %
1416,HOMOSALATE,8.0 %
1416,OCTINOXATE,7.5 %
1416,IMMUNOGLOBULIN (HUMAN),5 G
1416,IMMUNOGLOBULIN (HUMAN),10 G
1418,WATER,100 %
1418,SODIUM CHLORIDE,0.9 %
1418,ALUMINUM CHLOROHYDRATE,15.5 %
1418,LIDOCAINE HYDROCHLORIDE,0.5 %
1418,MAGNESIUM (MAGNESIUM OXIDE),100 MG
1418,VITAMIN D (CHOLECALCIFEROL),200 UNIT
1418,VITAMIN C (ASCORBIC ACID),100 MG
1418,PHOSPHORUS (HYDROXYAPATITE),100 MG
1419,CALCIUM (HYDROXYAPATITE),200 MG
1419,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),10 MG
1419,ZINC (ZINC GLUCONATE),5 MG
1419,CIS-LINOLEIC ACID (EVENING PRIMROSE OIL),360 MG
1419,"VITAMIN E (D-ALPHA TOCOPHERYL ACETATE, DL-ALPHA TOCOPHERYL ACETATE)",15 UNIT
1419,GAMMA-LINOLENIC ACID (EVENING PRIMROSE OIL),50 MG
1419,SODIUM CHLORIDE,0.45 %
1419,ANETHOLE,2 MG
1432,MENTHOL,3 MG
1432,ANETHOLE,2.2 MG
1432,MENTHOL,1.3 MG
1432,CLONAZEPAM,0.5 MG
1432,CLONAZEPAM,2 MG
1432,SALICYLIC ACID,0.5 %
1432,SALICYLIC ACID,0.5 %
1432,SALICYLIC ACID,2 %
1433,COAL TAR,0.5 %
1433,SALICYLIC ACID,2 %
1433,IODINE (KELP),0.0083 MG
1433,VITAMIN B1 (THIAMINE HYDROCHLORIDE),2.5 MG
1433,VITAMIN B2 (RIBOFLAVIN),16.67 MG
1433,VITAMIN C,166.7 MG
1433,CHROMIUM (CHROMIUM HVP CHELATE),66.67 MCG
1435,MANGANESE (MANGANESE GLUCONATE),0.3333 MG
1435,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),33.33 MG
2558,ZINC (ZINC GLUCONATE),2.5 MG
2559,FOLIC ACID,0.0667 MG
2561,VITAMIN B12,16.67 MCG
2562,NICOTINAMIDE,50 MG
2562,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),50 MG
2562,CHOLINE (CHOLINE BITARTRATE),50 MG
2564,INOSITOL,50 MG
2564,BIOTIN,50 MCG
2565,VITAMIN B1 (THIAMINE MONONITRATE),50 MG
2565,VITAMIN B2,50 MG
2565,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),50 MG
2571,FOLIC ACID,0.4 MG
2590,VITAMIN B12 (CYANOCOBALAMIN),50 MCG
2590,NICOTINAMIDE,50 MG
2590,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),50 MG
2590,CHOLINE (CHOLINE BITARTRATE),50 MG
2590,INOSITOL,50 MG
2590,BIOTIN,50 MCG
2611,VITAMIN B1 (THIAMINE MONONITRATE),50 MG
2611,VITAMIN B2,50 MG
2611,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),50 MG
2611,FOLIC ACID,0.4 MG
2611,VITAMIN B12 (CYANOCOBALAMIN),50 MCG
2611,NICOTINAMIDE,100 MG
2611,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),100 MG
2616,CHOLINE (CHOLINE BITARTRATE),100 MG
2616,INOSITOL,100 MG
2616,BIOTIN,100 MCG
2617,VITAMIN B1 (THIAMINE MONONITRATE),100 MG
2619,VITAMIN B2,100 MG
2619,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),100 MG
2629,FOLIC ACID,0.8 MG
2629,VITAMIN B12 (CYANOCOBALAMIN),100 MCG
2633,NICOTINAMIDE,100 MG
2637,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,20 %
2637,TITANIUM DIOXIDE,3.2 %
2637,MERADIMATE,.5 %
2637,OXYBENZONE,5 %
2637,OCTISALATE,5 %
2637,OCTINOXATE,7.5 %
2638,ENSULIZOLE,1 %
2638,OCTOCRYLENE,1 %
2638,OXYBENZONE,2 %
2638,OCTINOXATE,6 %
2638,MERADIMATE,.5 %
2645,OXYBENZONE,2.5 %
2647,OCTINOXATE,5 %
446,ALUMINUM CHLOROHYDRATE,12.5 %
446,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,22 %
446,TITANIUM DIOXIDE,3.2 %
448,OCTOCRYLENE,7.5 %
449,OXYBENZONE,6 %
449,OCTISALATE,5 %
450,OCTINOXATE,7.5 %
450,PADIMATE O,.2 %
451,OCTINOXATE,7 %
451,TITANIUM DIOXIDE,3.2 %
451,OCTOCRYLENE,5.5 %
452,OXYBENZONE,5 %
452,OCTISALATE,4 %
452,OCTINOXATE,7.5 %
452,TITANIUM DIOXIDE,4 %
452,OCTOCRYLENE,4.5 %
452,OXYBENZONE,6 %
452,OCTISALATE,5 %
453,OCTINOXATE,7.5 %
453,TITANIUM DIOXIDE,3.2 %
454,MERADIMATE,.5 %
454,OXYBENZONE,5 %
454,OCTISALATE,5 %
454,OCTINOXATE,7.5 %
463,TITANIUM DIOXIDE,3.2 %
464,MERADIMATE,.5 %
465,OXYBENZONE,5 %
467,OCTISALATE,5 %
467,OCTINOXATE,7.5 %
467,CETYLPYRIDINIUM CHLORIDE,1.4 MG
467,CETYLPYRIDINIUM CHLORIDE,1.4 MG
473,CETYLPYRIDINIUM CHLORIDE,1.4 MG
474,CAMPHOR,10.5 %
476,BENZOCAINE,2 %
476,PHENOL,1.5 %
477,DIPHENHYDRAMINE HYDROCHLORIDE,1 %
477,PETROLATUM,17.78 %
479,PADIMATE O,8 %
479,PETROLATUM,17.78 %
479,PADIMATE O,8 %
479,CAMPHOR,4.7 %
492,EUCALYPTUS OIL,1.2 %
493,MENTHOL,2.6 %
494,SALICYLIC ACID,1 %
515,SALICYLIC ACID,2 %
515,CALCIUM CARBONATE,750 MG
515,MAGNESIUM HYDROXIDE,400 MG
515,ZINC OXIDE,8 %
516,CALAMINE,8 %
516,TITANIUM DIOXIDE,2 %
516,SODIUM FLUORIDE,0.5 MG
516,CETYLPYRIDINIUM CHLORIDE,0.5 MG
518,CETYLPYRIDINIUM CHLORIDE,0.5 MG
3641,SODIUM FLUORIDE,.05 %
3641,CETYLPYRIDINIUM CHLORIDE,.05 %
3648,MINERAL OIL,100 %
3648,SODIUM FLUORIDE,.05 %
3648,CETYLPYRIDINIUM CHLORIDE,.05 %
3649,AVOBENZONE,2.5 %
3649,TITANIUM DIOXIDE,2 %
3649,OXYBENZONE,6 %
3649,OCTINOXATE,7.5 %
3650,DISODIUM LAUROAMPHODIACETATE CONC.,10.0 %
3650,SODIUM CHLORIDE,13.0 %
3650,ISOPROPYL ALCOHOL,15.7 %
3650,POLYOXYPROPYLENE-POLYOXYETHYLENE BLOCK COPOLYMER,10.0 %
3654,SODIUM MONOFLUOROPHOSPHATE,.83 %
3654,POTASSIUM NITRATE,5 %
3654,SODIUM MONOFLUOROPHOSPHATE,.83 %
3654,OXYBENZONE,3 %
3654,OCTINOXATE,7.5 %
3654,OXYBENZONE,3 %
3654,OCTISALATE,5 %
3654,OCTINOXATE,7.5 %
3654,OXYBENZONE,3 %
3654,OCTINOXATE,7.5 %
3660,OXYBENZONE,4 %
3660,OCTISALATE,5 %
3660,OCTINOXATE,7.5 %
3660,AVOBENZONE,2 %
3660,ENSULIZOLE,1 %
3660,OCTINOXATE,8 %
3660,AVOBENZONE,2.5 %
3660,ENSULIZOLE,2 %
3660,OCTINOXATE,5.5 %
3660,ENZACAMENE,2 %
3660,DIMETHICONE,2 %
3660,PADIMATE O,7 %
3660,OXYBENZONE,3 %
3660,OCTINOXATE,7.5 %
3660,ALUMINUM CHLOROHYDRATE,22.5 %
3660,BACITRACIN,500 UNIT
3660,POLYMYXIN B (POLYMYXIN B SULFATE),10000 UNIT
3660,CAMPHOR,10.5 %
3683,BENZOCAINE,2 %
3686,PHENOL,1.5 %
3686,DIPHENHYDRAMINE HYDROCHLORIDE,1 %
3686,GLYCYRRHIZIN,7.6 MG
3686,MENTHOL,1.52 MG
3686,TRICLOSAN,.25 %
3692,SALICYLIC ACID,.5 %
3692,SALICYLIC ACID,.5 %
3692,PETROLATUM,45.5 %
3692,PADIMATE O,1.5 %
3694,PETROLATUM,45.5 %
3696,PADIMATE O,1.5 %
3696,PETROLATUM,45.5 %
3696,PADIMATE O,1.5 %
3696,PETROLATUM,12 %
3696,PADIMATE O,1.5 %
3696,VITAMIN B12,100 MCG
3696,CHARCOAL ACTIVATED,1 D
3696,ANTIMONY TRISULFIDE,3 D
3696,GERMAN CHAMOMILE,1 D
3696,BETA-CAROTENE (PROVITAMIN A),10000 UNIT
1435,VITAMIN C (CALCIUM ASCORBATE),120 MG
1435,D-ALPHA TOCOPHERYL ACID SUCCINATE,60 UNIT
1435,SELENIUM (SELENIUM HVP CHELATE),25 MCG
1437,BOLDO,75 MG
1437,FUMARIA OFFICINALIS,75 MG
1437,CYNARA SCOLYMUS,150 MG
1439,IRON (FERROUS SULFATE),20 MG
1439,SILICON (SILICON DIOXIDE),10 MG
1439,AMMONIUM CARBONATE,3 X
1439,INOSITOL,.6 MG
1439,VITAMIN D2,2 UNIT
1440,CALCIUM GLUCONATE,6 MG
1440,MAGNESIUM CITRATE,3 MG
1440,METHIONINE,90 MG
1440,CHROMIUM (CHROMIUM HVP CHELATE),100 MCG
1440,MANGANESE (MANGANESE GLUCONATE),1.7 MG
1440,D-PANTOTHENIC ACID,15 MG
1440,PYRIDOXINE HYDROCHLORIDE,4 MG
1441,CHOLINE BITARTRATE,15 MG
1441,INOSITOL,15 MG
1441,CHROMIUM (CHROMIUM HVP CHELATE),50 MCG
1441,MANGANESE (MANGANESE GLUCONATE),1 MG
1441,PHENYLPROPANOLAMINE HYDROCHLORIDE,5 MG
1442,PHENYLEPHRINE HYDROCHLORIDE,5 MG
1442,BROMPHENIRAMINE MALEATE,4 MG
1442,DEXTROMETHORPHAN HYDROBROMIDE,15 MG
1442,LAC CANINUM,3 X
1442,PHOSPHORIC ACID,3 X
1442,POTASSIUM ORTHO-BENZYL PARACHLOROPHENATE,10.1 %
1443,POTASSIUM ORTHO-PHENYLPHENATE,4.9 %
1443,P-TERT-AMYLPHENOL POTASSIUM SALT,2.5 %
1443,SALIX ALBA,150 MG
1443,HARPAGOPHYTUM PROCUMBENS,100 MG
1443,IODINE (KELP),.09 MG
1443,NICOTINAMIDE,20 MG
1444,THIAMINE HYDROCHLORIDE,20 MG
1444,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),20 MG
1444,PYRIDOXINE HYDROCHLORIDE,20 MG
1444,CHOLINE BITARTRATE,20 MG
1444,INOSITOL,20 MG
1445,BIOTIN,20 MCG
1445,VITAMIN D3,150 UNIT
1445,MAGNESIUM (MAGNESIUM HVP CHELATE),40 MG
1445,VITAMIN B2,20 MG
1446,BETA-CAROTENE (PROVITAMIN A),8000 UNIT
1446,COPPER (COPPER HVP CHELATE),.8 MG
1446,VITAMIN C,60 MG
1446,IRON (IRON HVP CHELATE),7.5 MG
1447,CHROMIUM (CHROMIUM HVP CHELATE),10 MCG
1447,UBIDECARENONE,1.5 MG
1447,CALCIUM (CALCIUM HVP CHELATE),50 MG
1447,D-ALPHA TOCOPHERYL ACID SUCCINATE,30 UNIT
1447,MANGANESE (MANGANESE HVP CHELATE),2 MG
1447,POTASSIUM (POTASSIUM HVP CHELATE),10 MG
1448,ZINC (ZINC HVP CHELATE),4 MG
1448,FOLIC ACID,.15 MG
1448,VITAMIN B12,30 MCG
1448,SELENIUM (SELENIUM HVP CHELATE),10 MCG
1448,PYRIDOXINE HYDROCHLORIDE,17 MG
1449,EPHEDRINE RACEMIC (EPHEDRA),10.2 MG
1449,EUCALYPTUS OIL,.05 MG
1449,GUMWEED,.5 MG
1449,BENZOCAINE,20 %
1449,VITAMIN A ACETATE,2000 UNIT
1450,IODINE (KELP),.1 MG
1450,VITAMIN D3,100 UNIT
1450,VITAMIN C,30 MG
1450,SILICON (SILICON DIOXIDE),10 MG
1451,D-ALPHA TOCOPHERYL ACETATE,10 UNIT
1451,ZINC (ZINC HVP CHELATE),4 MG
1451,OLEIC ACID,100 MG
1451,CIS-LINOLEIC ACID,680 MG
1451,GAMMA-LINOLENIC ACID,100 MG
1451,D-ALPHA TOCOPHEROL,30 UNIT
1452,KOLA,310 MG
1452,DL-ALPHA TOCOPHERYL ACETATE,200 UNIT
1452,ONION,1 X
1453,CALCIUM HYPOPHOSPHITE,1 X
1453,POTASSIUM IODIDE,1 X
1453,ALFALFA,1 X
1454,POTASSIUM PHOSPHATE DIBASIC,1 X
1454,HYOSCYAMUS NIGER,3 X
1454,DUBOISIA MYOPOROIDES,4 X
1455,PASSION FLOWER,1 X
1455,KALMIA LATIFOLIA,3 X
1455,OATS,1 X
1455,SPIGELIA ANTHELMIA,2 X
1455,BORIC ACID,3 X
1456,BUFO VULGARIS,6 X
1456,VERBASCUM THAPSUS,1 X
1456,IPECAC,3 X
1456,PLANTAGO MAJOR,1 X
1456,FERRUM PHOSPHORICUM,1 X
1457,DROSERA ROTUNDIFOLIA,1 X
1457,"ZINC (ZINC CITRATE, ZINC HVP CHELATE)",7.5 MG
1457,FOLIC ACID,.2 MG
1458,VITAMIN B12,50 MCG
1458,SELENIUM (SELENIUM HVP CHELATE),5 MCG
1460,MEGLUMINE IODIPAMIDE,52 %
2648,DIATRIZOATE MEGLUMINE,30 %
2650,DIATRIZOATE MEGLUMINE,52 %
2650,DIATRIZOATE SODIUM,8 %
2650,MEGLUMINE IODIPAMIDE,26.9 %
2650,DIATRIZOATE MEGLUMINE,52.7 %
2650,BIOTIN,50 MCG
2650,VITAMIN D3,120 UNIT
2665,BETA-CAROTENE (PROVITAMIN A),2777 UNIT
2665,VITAMIN E,50 UNIT
2665,VITAMIN A,500 UNIT
2665,VITAMIN C,60 MG
2672,ZINC (ZINC GLUCONATE),15 MG
2672,SELENIUM,50 MCG
2672,EPHEDRA,250 MG
2679,DIATRIZOATE MEGLUMINE,66 %
2679,DIATRIZOATE SODIUM,10 %
2682,CALCIUM D-PANTOTHENATE,12 MG
2683,DEXTROSE,43.208 G
2683,POTASSIUM CHLORIDE,1.94 G
2683,SODIUM CHLORIDE,3.507 G
2685,GLYCINE,6.756 G
2685,SODIUM PHOSPHATE MONOBASIC,600 MG
2685,SODIUM ACETATE,9.845 G
2685,POTASSIUM PHOSPHATE DIBASIC,349 MG
2685,IRON PEPTONIZED,.06 %
2685,OLEIC ACID,2 %
2703,MALT,40.07 %
2703,PETROLATUM,22 %
2703,MINERAL OIL,20 %
2703,BISACODYL,5 MG
2703,VITAMIN A ACETATE,9000 UNIT
2703,IODINE (POTASSIUM IODIDE),.15 MG
2704,NICOTINAMIDE,30 MG
2705,D-PANTOTHENIC ACID (CALCIUM D-PANTOTHENATE),30 MG
2705,CHOLINE BITARTRATE,30 MG
2705,INOSITOL,30 MCG
2706,BIOTIN,30 MCG
2706,VITAMIN D3,400 UNIT
2706,MAGNESIUM (MAGNESIUM OXIDE),50 MG
2706,NICKEL (NICKEL SULFATE),5 MCG
2707,VITAMIN B1 (THIAMINE MONONITRATE),30 MG
2707,VITAMIN B2,30 MG
2707,BETA-CAROTENE (PROVITAMIN A),1000 UNIT
2711,COPPER (COPPER GLUCONATE),2 MG
2711,VITAMIN E (D-ALPHA TOCOPHERYL ACID SUCCINATE),30 UNIT
2711,VITAMIN C,200 MG
2711,SILICON DIOXIDE (SODIUM METASILICATE),10 MCG
2718,IRON (FERROUS FUMARATE),18 MG
2720,CHROMIUM (CHROMIC CHLORIDE),25 MCG
2720,MOLYBDENUM (MOLYBDENUM HVP CHELATE),25 MCG
2721,VANADIUM (SODIUM METAVANADATE),10 MCG
2721,MANGANESE (MANGANESE GLUCONATE),5 MG
2722,VITAMIN B6 (PYRIDOXINE HYDROCHLORIDE),30 MG
2725,POTASSIUM (POTASSIUM CITRATE),10 MG
525,TIN (STANNOUS CHLORIDE),10 MCG
525,ZINC (ZINC SULFATE),30 MG
526,FOLIC ACID,.4 MG
526,VITAMIN B12,30 MCG
526,SELENIUM (SELENIUM HVP CHELATE),25 MCG
526,CALCIUM (CALCIUM CITRATE),350 MG
526,VITAMIN A ACETATE,5000 UNIT
526,NICOTINAMIDE,15 MG
526,THIAMINE MONONITRATE,1.5 MG
527,PYRIDOXINE HYDROCHLORIDE,1 MG
527,VITAMIN B2,1.5 MG
527,VITAMIN D,400 UNIT
527,VITAMIN C (SODIUM ASCORBATE),50 MG
527,FOLIC ACID,.1 MG
